Pipeline,Energy_Joules,Avg_Power_Watts,Total_Time_Seconds
Native,226.52229971826426,262.29495294117646,0.8628880459982611
Hashrope,84.43208070282905,165.00760396039604,0.5122429479997663
Hybrid,89.02244628002951,174.87330693069305,0.5092515579999599
