Context_Size,Native_ms,Hashrope_ms
100000,377.17870400047104,27.028691000850813
500000,389.41522400000395,119.239151000329
1000000,795.8977529997355,236.49219399976573
2000000,1837.6728789999106,457.9937100006646
5000000,4732.902466999803,1148.6646699995617
