Branches,Native_MB,Hybrid_MB
2,28.610530853271484,0.021139144897460938
5,57.22084712982178,0.04617023468017578
10,104.90488815307617,0.0884552001953125
20,200.27285861968994,0.16927146911621094
50,486.37811374664307,0.39647865295410156
