Context_Size,Native_ms,Rope_ms,Hybrid_ms
10000,0.00561399974685628,4.668177999974432,0.028359999760141363
50000,0.020442999812075868,2.390200999798253,0.04954599990014685
100000,0.03807600023719715,2.3653960001865926,0.10031700003310107
500000,0.1704510000308801,2.4440079996566055,0.9579289999237517
1000000,0.7743099999970582,2.410697999948752,2.3693510001976392
5000000,4.950579999785987,2.501906999896164,2.403588999641215
10000000,11.90594499985309,2.4644190002618416,2.393885999936174
50000000,70.81535999986954,4.834759999994276,2.5465109997639956
