Edits_K,Native_ms,Hybrid_ms
1,0.8669270000609686,945.3058650001367
2,1.258547999896109,947.069047000241
5,2.4002949999157863,944.5400559998234
10,4.542677999779698,945.7935060004274
20,8.785427000020718,946.45388500021
50,21.06516499998179,956.4493090001633
100,41.4794719999918,963.9523689997986
